,timestamps,dc_power,capacity_factor
86,2025-01-04 13:00:00,4.781,0.022
87,2025-01-04 14:00:00,2.023,0.009
88,2025-01-04 15:00:00,0.0,0.0
89,2025-01-04 16:00:00,0.0,0.0
90,2025-01-04 17:00:00,0.0,0.0
91,2025-01-04 18:00:00,0.0,0.0
92,2025-01-04 19:00:00,0.0,0.0
93,2025-01-04 20:00:00,0.0,0.0
94,2025-01-04 21:00:00,0.0,0.0
95,2025-01-04 22:00:00,0.0,0.0
96,2025-01-04 23:00:00,0.0,0.0
97,2025-01-05 00:00:00,0.0,0.0
98,2025-01-05 01:00:00,0.0,0.0
99,2025-01-05 02:00:00,0.0,0.0
100,2025-01-05 03:00:00,0.0,0.0
101,2025-01-05 04:00:00,0.0,0.0
102,2025-01-05 05:00:00,0.0,0.0
103,2025-01-05 06:00:00,0.0,0.0
104,2025-01-05 07:00:00,0.0,0.0
105,2025-01-05 08:00:00,4.228,0.019
106,2025-01-05 09:00:00,9.497,0.043
107,2025-01-05 10:00:00,6.9,0.031
108,2025-01-05 11:00:00,7.874,0.036
109,2025-01-05 12:00:00,7.081,0.032
110,2025-01-05 13:00:00,4.958,0.023
111,2025-01-05 14:00:00,0.85,0.004
112,2025-01-05 15:00:00,0.0,0.0
113,2025-01-05 16:00:00,0.0,0.0
114,2025-01-05 17:00:00,0.0,0.0
115,2025-01-05 18:00:00,0.0,0.0
116,2025-01-05 19:00:00,0.0,0.0
117,2025-01-05 20:00:00,0.0,0.0
118,2025-01-05 21:00:00,0.0,0.0
119,2025-01-05 22:00:00,0.0,0.0
120,2025-01-05 23:00:00,0.0,0.0
121,2025-01-06 00:00:00,0.0,0.0
122,2025-01-06 01:00:00,0.0,0.0
123,2025-01-06 02:00:00,0.0,0.0
124,2025-01-06 03:00:00,0.0,0.0
125,2025-01-06 04:00:00,0.0,0.0
126,2025-01-06 05:00:00,0.0,0.0
127,2025-01-06 06:00:00,0.0,0.0
128,2025-01-06 07:00:00,0.0,0.0
129,2025-01-06 08:00:00,6.421,0.029
130,2025-01-06 09:00:00,9.865,0.045
131,2025-01-06 10:00:00,13.282,0.06
132,2025-01-06 11:00:00,129.338,0.589
133,2025-01-06 12:00:00,22.861,0.104
134,2025-01-06 13:00:00,23.921,0.109
135,2025-01-06 14:00:00,11.33,0.052
136,2025-01-06 15:00:00,0.0,0.0
137,2025-01-06 16:00:00,0.0,0.0
138,2025-01-06 17:00:00,0.0,0.0
139,2025-01-06 18:00:00,0.0,0.0
140,2025-01-06 19:00:00,0.0,0.0
141,2025-01-06 20:00:00,0.0,0.0
142,2025-01-06 21:00:00,0.0,0.0
143,2025-01-06 22:00:00,0.0,0.0
144,2025-01-06 23:00:00,0.0,0.0
145,2025-01-07 00:00:00,0.0,0.0
146,2025-01-07 01:00:00,0.0,0.0
147,2025-01-07 02:00:00,0.0,0.0
148,2025-01-07 03:00:00,0.0,0.0
149,2025-01-07 04:00:00,0.0,0.0
150,2025-01-07 05:00:00,0.0,0.0
151,2025-01-07 06:00:00,0.0,0.0
152,2025-01-07 07:00:00,0.0,0.0
153,2025-01-07 08:00:00,17.632,0.08
154,2025-01-07 09:00:00,23.768,0.108
155,2025-01-07 10:00:00,26.641,0.121
156,2025-01-07 11:00:00,32.003,0.146
157,2025-01-07 12:00:00,12.241,0.056
158,2025-01-07 13:00:00,10.614,0.048
159,2025-01-07 14:00:00,5.122,0.023
160,2025-01-07 15:00:00,0.0,0.0
161,2025-01-07 16:00:00,0.0,0.0
162,2025-01-07 17:00:00,0.0,0.0
163,2025-01-07 18:00:00,0.0,0.0
164,2025-01-07 19:00:00,0.0,0.0
165,2025-01-07 20:00:00,0.0,0.0
166,2025-01-07 21:00:00,0.0,0.0
167,2025-01-07 22:00:00,0.0,0.0
168,2025-01-07 23:00:00,0.0,0.0
